timestamp;close
2025-12-15;1468.69000
2025-12-12;1474.78000
2025-12-05;1473.39000
2025-11-28;1467.47000
2025-11-21;1469.56000
2025-11-14;1447.93000
2025-11-07;1455.84000
2025-10-31;1428.91000
2025-10-24;1438.82000
2025-10-17;1421.58000
2025-10-10;1429.04000
2025-10-03;1407.40000
2025-09-26;1409.45000
2025-09-19;1397.09000
2025-09-12;1392.70000
2025-09-05;1386.18000
2025-08-29;1388.81000
2025-08-22;1383.82000
2025-08-15;1388.66000
2025-08-08;1388.69000
2025-08-01;1388.78000
2025-07-25;1383.30000
2025-07-18;1390.81000
2025-07-11;1378.95000
2025-07-04;1362.29000
2025-06-27;1364.33000
2025-06-20;1372.84000
2025-06-13;1366.61000
2025-06-06;1359.18000
2025-05-30;1381.97000
2025-05-23;1364.69000
2025-05-16;1398.10000
2025-05-09;1395.56000
2025-05-02;1397.89000
2025-04-25;1437.35000
2025-04-18;1423.61000
2025-04-11;1418.62000
2025-04-04;1458.49000
2025-03-28;1469.73000
2025-03-21;1463.00000
2025-03-14;1450.60000
2025-03-07;1449.28000
2025-02-28;1461.26000
2025-02-21;1432.00000
2025-02-14;1439.41000
2025-02-07;1453.42000
2025-01-31;1455.67000
2025-01-24;1427.95000
2025-01-17;1456.01000
2025-01-10;1473.05000
2025-01-03;1468.36000
2024-12-27;1472.48000
2024-12-20;1444.55000
2024-12-13;1434.01000
2024-12-06;1424.12000
2024-11-29;1394.64000
2024-11-22;1402.05000
2024-11-15;1393.66000
2024-11-08;1396.20000
2024-11-01;1378.46000
2024-10-25;1387.93000
2024-10-18;1368.34000
2024-10-11;1348.38000
2024-10-04;1346.38000
2024-09-27;1308.28000
2024-09-20;1331.61000
2024-09-13;1328.19000
2024-09-06;1337.24000
2024-08-30;1336.54000
2024-08-23;1323.40000
2024-08-16;1349.06000
2024-08-09;1364.14000
2024-08-02;1356.77000
2024-07-26;1383.70000
2024-07-19;1388.78000
2024-07-12;1373.74000
2024-07-05;1376.56000
2024-06-28;1380.71000
2024-06-21;1387.00000
2024-06-14;1381.84000
2024-06-07;1378.90000
2024-05-31;1381.54000
2024-05-24;1365.18000
2024-05-17;1351.82000
2024-05-10;1369.71000
2024-05-03;1354.65000
2024-04-26;1376.46000
2024-04-19;1374.43000
2024-04-12;1379.70000
2024-04-05;1350.90000
2024-03-29;1345.07000
2024-03-22;1344.62000
2024-03-15;1330.60000
2024-03-08;1316.80000
2024-03-01;1330.46000
2024-02-23;1329.93000
2024-02-16;1331.07000
2024-02-09;1329.98000
2024-02-02;1337.85000
2024-01-26;1336.72000
2024-01-19;1334.22000
2024-01-12;1313.19000
2024-01-05;1314.13000
2023-12-29;1294.37000
2023-12-22;1297.00000
2023-12-15;1300.40000
2023-12-08;1316.39000
2023-12-01;1293.86000
2023-11-24;1302.95000
2023-11-17;1294.33000
2023-11-10;1316.49000
2023-11-03;1308.21000
2023-10-27;1354.89000
2023-10-20;1349.06000
2023-10-13;1352.19000
2023-10-06;1344.59000
2023-09-29;1352.29000
2023-09-22;1334.01000
2023-09-15;1328.44000
2023-09-08;1334.94000
2023-09-01;1317.53000
